Alias	Assay_Type	AvgSpotLen	BioSample	Description	ENA_FIRST_PUBLIC	Experiment	INSDC_first_public	INSDC_last_update	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	MBases	MBytes	Organism	ReleaseDate	Run	SRA_Sample	SRA_accession	Sample_Name	Title	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	ENA_checklist	INSDC_center_name	INSDC_status	Library_Name	Platform	SRA_Study
RFX5_eDBD_4_KO_TGGGTT40NCGT	SELEX	40	SAMEA3526816	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084888	2015-09-10T17:01:22Z	2018-03-09T13:28:48Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	7	4	synthetic construct	2015-10-26	ERR1005864	ERS833965	ERS833965	SAMEA3526816 ERS833965	mHT-SELEX sample RFX5_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RFX5_eDBD_4_KO_TTGATG40NATC	SELEX	40	SAMEA3526817	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084889	2015-09-10T17:01:22Z	2018-03-09T13:28:48Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	8	4	synthetic construct	2015-10-26	ERR1005865	ERS833966	ERS833966	SAMEA3526817 ERS833966	HT-SELEX sample RFX5_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RFX7_eDBD_1_KT_TCGTCC40NGCC	SELEX	40	SAMEA3526818	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084890	2015-09-10T17:01:22Z	2018-03-09T13:28:48Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	10	6	synthetic construct	2015-10-26	ERR1005866	ERS833967	ERS833967	SAMEA3526818 ERS833967	mHT-SELEX sample RFX7_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RFX7_eDBD_1_KT_TGAGTT40NCGG	SELEX	40	SAMEA3526819	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084891	2015-09-10T17:01:23Z	2018-03-09T13:29:31Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	2	1	synthetic construct	2015-10-26	ERR1005867	ERS833968	ERS833968	SAMEA3526819 ERS833968	HT-SELEX sample RFX7_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RFX7_eDBD_2_KT_TCGTCC40NGCC	SELEX	40	SAMEA3526820	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084892	2015-09-10T17:01:23Z	2018-03-09T13:29:55Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	8	5	synthetic construct	2015-10-26	ERR1005868	ERS833969	ERS833969	SAMEA3526820 ERS833969	mHT-SELEX sample RFX7_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RFX7_eDBD_2_KT_TGAGTT40NCGG	SELEX	40	SAMEA3526821	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084893	2015-09-10T17:01:22Z	2018-03-09T13:28:48Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	0	0	synthetic construct	2015-10-26	ERR1005869	ERS833970	ERS833970	SAMEA3526821 ERS833970	HT-SELEX sample RFX7_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RFX7_eDBD_3_KT_TCGTCC40NGCC	SELEX	40	SAMEA3526822	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084894	2015-09-10T17:01:22Z	2018-03-09T13:28:48Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	8	5	synthetic construct	2015-10-26	ERR1005870	ERS833971	ERS833971	SAMEA3526822 ERS833971	mHT-SELEX sample RFX7_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RFX7_eDBD_3_KT_TGAGTT40NCGG	SELEX	40	SAMEA3526823	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084895	2015-09-10T17:01:23Z	2018-03-09T13:29:31Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	0	0	synthetic construct	2015-10-26	ERR1005871	ERS833972	ERS833972	SAMEA3526823 ERS833972	HT-SELEX sample RFX7_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RFX7_eDBD_4_KT_TCGTCC40NGCC	SELEX	40	SAMEA3526824	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084896	2015-09-10T17:01:23Z	2018-03-09T13:29:31Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	6	3	synthetic construct	2015-10-26	ERR1005872	ERS833973	ERS833973	SAMEA3526824 ERS833973	mHT-SELEX sample RFX7_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RFX7_eDBD_4_KT_TGAGTT40NCGG	SELEX	40	SAMEA3526825	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084897	2015-09-10T17:01:23Z	2018-03-09T13:31:00Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	0	0	synthetic construct	2015-10-26	ERR1005873	ERS833974	ERS833974	SAMEA3526825 ERS833974	HT-SELEX sample RFX7_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RHOXF1_FL_1_KZ_TGAGAG40NCGC	SELEX	40	SAMEA3526826	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084898	2015-09-10T17:01:22Z	2018-03-09T13:28:48Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	22	14	synthetic construct	2015-10-26	ERR1005874	ERS833975	ERS833975	SAMEA3526826 ERS833975	HT-SELEX sample RHOXF1_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RHOXF1_FL_1_KZ_TGTGCG40NTAG	SELEX	40	SAMEA3526827	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084899	2015-09-10T17:01:22Z	2018-03-09T13:28:48Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	27	17	synthetic construct	2015-10-26	ERR1005875	ERS833976	ERS833976	SAMEA3526827 ERS833976	mHT-SELEX sample RHOXF1_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RHOXF1_FL_2_KZ_TGAGAG40NCGC	SELEX	40	SAMEA3526828	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084900	2015-09-10T17:01:22Z	2018-03-09T13:28:48Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	7	6	synthetic construct	2015-10-26	ERR1005876	ERS833977	ERS833977	SAMEA3526828 ERS833977	HT-SELEX sample RHOXF1_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RHOXF1_FL_2_KZ_TGTGCG40NTAG	SELEX	40	SAMEA3526829	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084901	2015-09-10T17:01:22Z	2018-03-09T13:28:48Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	9	7	synthetic construct	2015-10-26	ERR1005877	ERS833978	ERS833978	SAMEA3526829 ERS833978	mHT-SELEX sample RHOXF1_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RHOXF1_FL_3_KZ_TGAGAG40NCGC	SELEX	40	SAMEA3526830	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084902	2015-09-10T17:01:22Z	2018-03-09T13:28:48Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	11	8	synthetic construct	2015-10-26	ERR1005878	ERS833979	ERS833979	SAMEA3526830 ERS833979	HT-SELEX sample RHOXF1_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RHOXF1_FL_3_KZ_TGTGCG40NTAG	SELEX	40	SAMEA3526831	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084903	2015-09-10T17:01:23Z	2018-03-09T13:29:55Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	10	7	synthetic construct	2015-10-26	ERR1005879	ERS833980	ERS833980	SAMEA3526831 ERS833980	mHT-SELEX sample RHOXF1_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RHOXF1_FL_4_KZ_TGAGAG40NCGC	SELEX	40	SAMEA3526832	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084904	2015-09-10T17:01:22Z	2018-03-09T13:28:48Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	10	7	synthetic construct	2015-10-26	ERR1005880	ERS833981	ERS833981	SAMEA3526832 ERS833981	HT-SELEX sample RHOXF1_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RHOXF1_FL_4_KZ_TGTGCG40NTAG	SELEX	40	SAMEA3526833	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084905	2015-09-10T17:01:22Z	2018-03-09T13:28:48Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	7	5	synthetic construct	2015-10-26	ERR1005881	ERS833982	ERS833982	SAMEA3526833 ERS833982	mHT-SELEX sample RHOXF1_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RHOXF2_FL_1_KW_TCCCGT40NATG	SELEX	40	SAMEA3526834	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084906	2015-09-10T17:01:22Z	2018-03-09T13:27:59Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	8	6	synthetic construct	2015-10-26	ERR1005882	ERS833983	ERS833983	SAMEA3526834 ERS833983	mHT-SELEX sample RHOXF2_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RHOXF2_FL_1_KW_TCTACG40NCTC	SELEX	40	SAMEA3526835	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084907	2015-09-10T17:01:22Z	2018-03-09T13:27:59Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	7	6	synthetic construct	2015-10-26	ERR1005883	ERS833984	ERS833984	SAMEA3526835 ERS833984	HT-SELEX sample RHOXF2_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RHOXF2_FL_2_KW_TCCCGT40NATG	SELEX	40	SAMEA3526836	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084908	2015-09-10T17:01:22Z	2018-03-09T13:27:59Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	3	3	synthetic construct	2015-10-26	ERR1005884	ERS833985	ERS833985	SAMEA3526836 ERS833985	mHT-SELEX sample RHOXF2_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RHOXF2_FL_2_KW_TCTACG40NCTC	SELEX	40	SAMEA3526837	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084909	2015-09-10T17:01:22Z	2018-03-09T13:27:59Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	7	5	synthetic construct	2015-10-26	ERR1005885	ERS833986	ERS833986	SAMEA3526837 ERS833986	HT-SELEX sample RHOXF2_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RHOXF2_FL_3_KW_TCCCGT40NATG	SELEX	40	SAMEA3526838	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084910	2015-09-10T17:01:22Z	2018-03-09T13:27:59Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	8	5	synthetic construct	2015-10-26	ERR1005886	ERS833987	ERS833987	SAMEA3526838 ERS833987	mHT-SELEX sample RHOXF2_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RHOXF2_FL_3_KW_TCTACG40NCTC	SELEX	40	SAMEA3526839	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084911	2015-09-10T17:01:23Z	2018-03-09T13:31:00Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	12	7	synthetic construct	2015-10-26	ERR1005887	ERS833988	ERS833988	SAMEA3526839 ERS833988	HT-SELEX sample RHOXF2_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RHOXF2_FL_4_KW_TCCCGT40NATG	SELEX	40	SAMEA3526840	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084912	2015-09-10T17:01:23Z	2018-03-09T13:29:31Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	3	2	synthetic construct	2015-10-26	ERR1005888	ERS833989	ERS833989	SAMEA3526840 ERS833989	mHT-SELEX sample RHOXF2_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RHOXF2_FL_4_KW_TCTACG40NCTC	SELEX	40	SAMEA3526841	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084913	2015-09-10T17:01:22Z	2018-03-09T13:27:59Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	12	8	synthetic construct	2015-10-26	ERR1005889	ERS833990	ERS833990	SAMEA3526841 ERS833990	HT-SELEX sample RHOXF2_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RORB_eDBD_1_KS_TCGCAC40NCCT	SELEX	40	SAMEA3526842	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084914	2015-09-10T17:01:22Z	2018-03-09T13:27:59Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	11	7	synthetic construct	2015-10-26	ERR1005890	ERS833991	ERS833991	SAMEA3526842 ERS833991	mHT-SELEX sample RORB_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RORB_eDBD_1_KS_TTCGGG40NGAG	SELEX	40	SAMEA3526843	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084915	2015-09-10T17:01:22Z	2018-03-09T13:27:59Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	7	5	synthetic construct	2015-10-26	ERR1005891	ERS833992	ERS833992	SAMEA3526843 ERS833992	HT-SELEX sample RORB_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RORB_eDBD_2_KS_TCGCAC40NCCT	SELEX	40	SAMEA3526844	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084916	2015-09-10T17:01:22Z	2018-03-09T13:27:59Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	5	3	synthetic construct	2015-10-26	ERR1005892	ERS833993	ERS833993	SAMEA3526844 ERS833993	mHT-SELEX sample RORB_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RORB_eDBD_2_KS_TTCGGG40NGAG	SELEX	40	SAMEA3526845	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084917	2015-09-10T17:01:23Z	2018-03-09T13:31:00Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	3	2	synthetic construct	2015-10-26	ERR1005893	ERS833994	ERS833994	SAMEA3526845 ERS833994	HT-SELEX sample RORB_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RORB_eDBD_3_KS_TCGCAC40NCCT	SELEX	40	SAMEA3526846	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084918	2015-09-10T17:01:22Z	2018-03-09T13:27:59Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	10	6	synthetic construct	2015-10-26	ERR1005894	ERS833995	ERS833995	SAMEA3526846 ERS833995	mHT-SELEX sample RORB_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RORB_eDBD_3_KS_TTCGGG40NGAG	SELEX	40	SAMEA3526847	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084919	2015-09-10T17:01:22Z	2018-03-09T13:27:59Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	8	5	synthetic construct	2015-10-26	ERR1005895	ERS833996	ERS833996	SAMEA3526847 ERS833996	HT-SELEX sample RORB_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RORB_eDBD_4_KS_TCGCAC40NCCT	SELEX	40	SAMEA3526848	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084920	2015-09-10T17:01:23Z	2018-03-09T13:31:00Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	7	4	synthetic construct	2015-10-26	ERR1005896	ERS833997	ERS833997	SAMEA3526848 ERS833997	mHT-SELEX sample RORB_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RORB_eDBD_4_KS_TTCGGG40NGAG	SELEX	40	SAMEA3526849	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084921	2015-09-10T17:01:22Z	2018-03-09T13:27:59Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	11	7	synthetic construct	2015-10-26	ERR1005897	ERS833998	ERS833998	SAMEA3526849 ERS833998	HT-SELEX sample RORB_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RORC_eDBD_1_KT_TATATG40NCTA	SELEX	40	SAMEA3526850	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084922	2015-09-10T17:01:23Z	2018-03-09T13:31:03Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	15	10	synthetic construct	2015-10-26	ERR1005898	ERS833999	ERS833999	SAMEA3526850 ERS833999	HT-SELEX sample RORC_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RORC_eDBD_1_KT_TTGATC40NGCT	SELEX	40	SAMEA3526851	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084923	2015-09-10T17:01:22Z	2018-03-09T13:27:59Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	9	6	synthetic construct	2015-10-26	ERR1005899	ERS834000	ERS834000	SAMEA3526851 ERS834000	mHT-SELEX sample RORC_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RORC_eDBD_2_KT_TATATG40NCTA	SELEX	40	SAMEA3526852	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084924	2015-09-10T17:01:22Z	2018-03-09T13:27:59Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	12	7	synthetic construct	2015-10-26	ERR1005900	ERS834001	ERS834001	SAMEA3526852 ERS834001	HT-SELEX sample RORC_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RORC_eDBD_2_KT_TTGATC40NGCT	SELEX	40	SAMEA3526853	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084925	2015-09-10T17:01:22Z	2018-03-09T13:27:59Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	8	5	synthetic construct	2015-10-26	ERR1005901	ERS834002	ERS834002	SAMEA3526853 ERS834002	mHT-SELEX sample RORC_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RORC_eDBD_3_KT_TATATG40NCTA	SELEX	40	SAMEA3526854	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084926	2015-09-10T17:01:22Z	2018-03-09T13:27:59Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	9	6	synthetic construct	2015-10-26	ERR1005902	ERS834003	ERS834003	SAMEA3526854 ERS834003	HT-SELEX sample RORC_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RORC_eDBD_3_KT_TTGATC40NGCT	SELEX	40	SAMEA3526855	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084927	2015-09-10T17:01:23Z	2018-03-09T13:31:03Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	8	5	synthetic construct	2015-10-26	ERR1005903	ERS834004	ERS834004	SAMEA3526855 ERS834004	mHT-SELEX sample RORC_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RORC_eDBD_4_KT_TATATG40NCTA	SELEX	40	SAMEA3526856	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084928	2015-09-10T17:01:22Z	2018-03-09T13:27:59Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	11	6	synthetic construct	2015-10-26	ERR1005904	ERS834005	ERS834005	SAMEA3526856 ERS834005	HT-SELEX sample RORC_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RORC_eDBD_4_KT_TTGATC40NGCT	SELEX	40	SAMEA3526857	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084929	2015-09-10T17:01:22Z	2018-03-09T13:27:59Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	5	3	synthetic construct	2015-10-26	ERR1005905	ERS834006	ERS834006	SAMEA3526857 ERS834006	mHT-SELEX sample RORC_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RUNX2_eDBD_1_KP_TATACG40NCGA	SELEX	40	SAMEA3526858	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084930	2015-09-10T17:01:22Z	2018-03-09T13:27:59Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	11	7	synthetic construct	2015-10-26	ERR1005906	ERS834007	ERS834007	SAMEA3526858 ERS834007	mHT-SELEX sample RUNX2_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
RUNX2_eDBD_1_KP_TCTTGG40NTTA	SELEX	40	SAMEA3526859	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1084931	2015-09-10T17:01:23Z	2018-03-09T13:29:31Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-07	9	6	synthetic construct	2015-10-26	ERR1005907	ERS834008	ERS834008	SAMEA3526859 ERS834008	HT-SELEX sample RUNX2_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
