AvgSpotLen	BioSample	DATASTORE_filetype	Experiment	LibraryLayout	LoadDate	MBases	MBytes	Organism	Run	SRA_Sample	Sample_Name	dna_source	expression_system	gene_id	protein	protein_affinity_tag	protein_family	protein_source	replicate	subset	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_provider	InsertSize	Instrument	LibrarySelection	LibrarySource	Platform	ReleaseDate	SRA_Study	source_name
100	SAMN04235966	sra	SRX1412212	SINGLE	2015-11-20	352	183	Arabidopsis thaliana	SRR2926302	SRS1147034	GSM1925232	col	tnt	AT2G48100	At2g48100	Halo	C2H2	Arabidopsis thaliana	b	motif	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04235967	sra	SRX1412213	SINGLE	2015-11-20	441	230	Arabidopsis thaliana	SRR2926303	SRS1147033	GSM1925233	col	tnt	AT3G60580	At3g60580	Halo	C2H2	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
133	SAMN04235959	sra	SRX1412214	SINGLE	2015-11-20	205	145	Arabidopsis thaliana	SRR2926304	SRS1147032	GSM1925234	col	tnt	AT5G04390	At5g04390	Halo	C2H2	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04235960	sra	SRX1412215	SINGLE	2015-11-20	191	139	Arabidopsis thaliana	SRR2926305	SRS1147031	GSM1925235	col	tnt	AT5G22890	At5g22890	Halo	C2H2	Arabidopsis thaliana	a	motif	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04235961	sra	SRX1412216	SINGLE	2015-11-20	297	220	Arabidopsis thaliana	SRR2926306	SRS1147029	GSM1925236	colamp	tnt	AT5G66730	At5g66730	Halo	C2H2	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04235968	sra	SRX1412217	SINGLE	2015-11-20	504	378	Arabidopsis thaliana	SRR2926307	SRS1147027	GSM1925237	colamp	tnt	AT3G13810	AtIDD11	Halo	C2H2	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236149	sra	SRX1412218	SINGLE	2015-11-20	546	318	Arabidopsis thaliana	SRR2926308	SRS1147028	GSM1925238	col	tnt	AT3G13810	AtIDD11	Halo	C2H2	Arabidopsis thaliana	a	motif	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236150	sra	SRX1412219	SINGLE	2015-11-20	434	321	Arabidopsis thaliana	SRR2926309	SRS1147024	GSM1925239	colamp	tnt	AT3G50700	IDD2	Halo	C2H2	Arabidopsis thaliana	a	motif	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236151	sra	SRX1412220	SINGLE	2015-11-20	876	452	Arabidopsis thaliana	SRR2926310	SRS1147025	GSM1925240	col	tnt	AT3G50700	IDD2	Halo	C2H2	Arabidopsis thaliana	a	motif	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236152	sra	SRX1412221	SINGLE	2015-11-20	298	155	Arabidopsis thaliana	SRR2926311	SRS1147026	GSM1925241	col	tnt	AT2G02080	IDD4	Halo	C2H2	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236153	sra	SRX1412222	SINGLE	2015-11-20	248	183	Arabidopsis thaliana	SRR2926312	SRS1147023	GSM1925242	colamp	tnt	AT2G02070	IDD5	Halo	C2H2	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236154	sra	SRX1412223	SINGLE	2015-11-20	292	213	Arabidopsis thaliana	SRR2926313	SRS1147021	GSM1925243	col	tnt	AT1G55110	IDD7	Halo	C2H2	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236155	sra	SRX1412224	SINGLE	2015-11-20	653	330	Arabidopsis thaliana	SRR2926314	SRS1147022	GSM1925244	col	tnt	AT1G13400	JGL	Halo	C2H2	Arabidopsis thaliana	a	motif	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236156	sra	SRX1412225	SINGLE	2015-11-20	359	164	Arabidopsis thaliana	SRR2926315	SRS1147020	GSM1925245	col	tnt	AT5G03150	JKD	Halo	C2H2	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236157	sra	SRX1412226	SINGLE	2015-11-20	795	598	Arabidopsis thaliana	SRR2926316	SRS1147019	GSM1925246	colamp	tnt	AT1G03840	MGP	Halo	C2H2	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236158	sra	SRX1412227	SINGLE	2015-11-20	179	131	Arabidopsis thaliana	SRR2926317	SRS1147018	GSM1925247	col	tnt	AT1G03840	MGP	Halo	C2H2	Arabidopsis thaliana	a	motif	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236159	sra	SRX1412228	SINGLE	2015-11-20	853	641	Arabidopsis thaliana	SRR2926318	SRS1147017	GSM1925248	colamp	tnt	AT5G44160	NUC	Halo	C2H2	Arabidopsis thaliana	a	motif	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
130	SAMN04236160	sra	SRX1412229	SINGLE	2015-11-20	118	78	Arabidopsis thaliana	SRR2926319	SRS1147016	GSM1925249	col	tnt	AT5G44160	NUC	Halo	C2H2	Arabidopsis thaliana	a	motif	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236161	sra	SRX1412230	SINGLE	2015-11-20	624	460	Arabidopsis thaliana	SRR2926320	SRS1147015	GSM1925250	colamp	tnt	AT2G01940	SGR5	Halo	C2H2	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236162	sra	SRX1412231	SINGLE	2015-11-20	231	104	Arabidopsis thaliana	SRR2926321	SRS1147014	GSM1925251	col	tnt	AT2G01940	SGR5	Halo	C2H2	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236163	sra	SRX1412232	SINGLE	2015-11-20	625	442	Arabidopsis thaliana	SRR2926322	SRS1147012	GSM1925252	colamp	tnt	AT1G34370	STOP1	Halo	C2H2	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236164	sra	SRX1412233	SINGLE	2015-11-20	238	121	Arabidopsis thaliana	SRR2926323	SRS1147013	GSM1925253	col	tnt	AT1G34370	STOP1	Halo	C2H2	Arabidopsis thaliana	a	motif	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236165	sra	SRX1412234	SINGLE	2015-11-20	1064	801	Arabidopsis thaliana	SRR2926324	SRS1147011	GSM1925254	colamp	tnt	AT1G27730	STZ	Halo	C2H2	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236166	sra	SRX1412235	SINGLE	2015-11-20	126	73	Arabidopsis thaliana	SRR2926325	SRS1147010	GSM1925255	col	tnt	AT1G72050	TF3A	Halo	C2H2	Arabidopsis thaliana	a	motif	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236167	sra	SRX1412236	SINGLE	2015-11-20	871	624	Arabidopsis thaliana	SRR2926326	SRS1147009	GSM1925256	colamp	tnt	AT1G51220	WIP5	Halo	C2H2	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
130	SAMN04236168	sra	SRX1412237	SINGLE	2015-11-20	580	277	Arabidopsis thaliana	SRR2926327	SRS1147008	GSM1925257	col	tnt	AT1G51220	WIP5	Halo	C2H2	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236169	sra	SRX1412238	SINGLE	2015-11-20	613	452	Arabidopsis thaliana	SRR2926328	SRS1147007	GSM1925258	colamp	tnt	AT3G12130	AT3G12130	Halo	C3H	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236170	sra	SRX1412239	SINGLE	2015-11-20	609	447	Arabidopsis thaliana	SRR2926329	SRS1147006	GSM1925259	colamp	tnt	AT5G63260	AT5G63260	Halo	C3H	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
130	SAMN04236171	sra	SRX1412240	SINGLE	2015-11-20	219	107	Arabidopsis thaliana	SRR2926330	SRS1147005	GSM1925260	col	tnt	AT5G63260	AT5G63260	Halo	C3H	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
130	SAMN04236172	sra	SRX1412241	SINGLE	2015-11-20	180	83	Arabidopsis thaliana	SRR2926331	SRS1147030	GSM1925261	col	tnt	AT1G70910	At1g70910	Halo	C3H	Arabidopsis thaliana	a	motif	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236173	sra	SRX1412242	SINGLE	2015-11-20	131	68	Arabidopsis thaliana	SRR2926332	SRS1147004	GSM1925262	col	tnt	AT1G74370	At1g74370	Halo	C3H	Arabidopsis thaliana	a	motif	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236174	sra	SRX1412243	SINGLE	2015-11-20	222	116	Arabidopsis thaliana	SRR2926333	SRS1147003	GSM1925263	col	tnt	AT5G08750	At5g08750	Halo	C3H	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236175	sra	SRX1412244	SINGLE	2015-11-20	1214	881	Arabidopsis thaliana	SRR2926334	SRS1147001	GSM1925264	colamp	tnt	AT1G68200	CDM1	Halo	C3H	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236176	sra	SRX1412245	SINGLE	2015-11-20	143	61	Arabidopsis thaliana	SRR2926335	SRS1147002	GSM1925265	col	tnt	AT5G56930	EMB1789	Halo	C3H	Arabidopsis thaliana	a	motif	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236177	sra	SRX1412246	SINGLE	2015-11-20	178	82	Arabidopsis thaliana	SRR2926336	SRS1147000	GSM1925266	col	tnt	AT5G58620	TZF9	Halo	C3H	Arabidopsis thaliana	a	motif	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236178	sra	SRX1412247	SINGLE	2015-11-20	167	76	Arabidopsis thaliana	SRR2926337	SRS1146999	GSM1925267	col	tnt	AT5G42820	U2AF35B	Halo	C3H	Arabidopsis thaliana	a	motif	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236459	sra	SRX1412248	SINGLE	2015-11-20	439	192	Arabidopsis thaliana	SRR2926338	SRS1146997	GSM1925268	col	tnt	AT5G09410	CAMTA1	Halo	CAMTA	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236460	sra	SRX1412249	SINGLE	2015-11-20	223	96	Arabidopsis thaliana	SRR2926339	SRS1146998	GSM1925269	col	tnt	AT4G16150	CAMTA5	Halo	CAMTA	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236461	sra	SRX1412250	SINGLE	2015-11-20	153	91	Arabidopsis thaliana	SRR2926340	SRS1146996	GSM1925270	col	tnt	AT2G38880	HAP3	Halo	CCAATHAP3	Arabidopsis thaliana	a	motif	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236462	sra	SRX1412251	SINGLE	2015-11-20	99	47	Arabidopsis thaliana	SRR2926341	SRS1146995	GSM1925271	col	tnt	AT1G09030	NFYB4	Halo	CCAATHAP3	Arabidopsis thaliana	a	motif	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236463	sra	SRX1412252	SINGLE	2015-11-20	631	440	Arabidopsis thaliana	SRR2926342	SRS1146992	GSM1925272	colamp	tnt	AT2G20110	AT2G20110	Halo	CPP	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236464	sra	SRX1412253	SINGLE	2015-11-20	330	165	Arabidopsis thaliana	SRR2926343	SRS1146994	GSM1925273	col	tnt	AT2G20110	AT2G20110	Halo	CPP	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236465	sra	SRX1412254	SINGLE	2015-11-20	348	256	Arabidopsis thaliana	SRR2926344	SRS1146990	GSM1925274	colamp	tnt	AT3G22760	SOL1	Halo	CPP	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236466	sra	SRX1412255	SINGLE	2015-11-20	666	467	Arabidopsis thaliana	SRR2926345	SRS1146993	GSM1925275	colamp	tnt	AT4G14770	TCX2	Halo	CPP	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236467	sra	SRX1412256	SINGLE	2015-11-20	451	227	Arabidopsis thaliana	SRR2926346	SRS1146991	GSM1925276	col	tnt	AT4G14770	TCX2	Halo	CPP	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236468	sra	SRX1412257	SINGLE	2015-11-20	305	224	Arabidopsis thaliana	SRR2926347	SRS1146989	GSM1925277	col	tnt	AT3G22780	TSO1	Halo	CPP	Arabidopsis thaliana	a	motif	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
130	SAMN04236469	sra	SRX1412258	SINGLE	2015-11-20	308	151	Arabidopsis thaliana	SRR2926348	SRS1146988	GSM1925278	col	tnt	AT3G51470	AT3G51470	Halo	DBP	Arabidopsis thaliana	a	motif	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236470	sra	SRX1412259	SINGLE	2015-11-20	337	254	Arabidopsis thaliana	SRR2926349	SRS1146987	GSM1925279	colamp	tnt	AT3G48160	DEL1	Halo	E2FDP	Arabidopsis thaliana	a	motif	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236471	sra	SRX1412260	SINGLE	2015-11-20	31	18	Arabidopsis thaliana	SRR2926350	SRS1146986	GSM1925280	col	tnt	AT3G48160	DEL1	Halo	E2FDP	Arabidopsis thaliana	a	motif	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236472	sra	SRX1412261	SINGLE	2015-11-20	1003	736	Arabidopsis thaliana	SRR2926351	SRS1146984	GSM1925281	colamp	tnt	AT5G14960	DEL2	Halo	E2FDP	Arabidopsis thaliana	a	motif	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236473	sra	SRX1412262	SINGLE	2015-11-20	112	52	Arabidopsis thaliana	SRR2926352	SRS1146985	GSM1925282	col	tnt	AT5G14960	DEL2	Halo	E2FDP	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236474	sra	SRX1412263	SINGLE	2015-11-20	1144	815	Arabidopsis thaliana	SRR2926353	SRS1146983	GSM1925283	colamp	tnt	AT2G36010	E2FA	Halo	E2FDP	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236475	sra	SRX1412264	SINGLE	2015-11-20	492	249	Arabidopsis thaliana	SRR2926354	SRS1146982	GSM1925284	col	tnt	AT2G36010	E2FA	Halo	E2FDP	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236476	sra	SRX1412265	SINGLE	2015-11-20	80	38	Arabidopsis thaliana	SRR2926355	SRS1146981	GSM1925285	col	tnt	AT1G47870	E2FC	Halo	E2FDP	Arabidopsis thaliana	a	motif	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236477	sra	SRX1412266	SINGLE	2015-11-20	148	86	Arabidopsis thaliana	SRR2926356	SRS1146980	GSM1925286	col	tnt	AT1G73730	EIL3	Halo	EIL	Arabidopsis thaliana	b	motif	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236478	sra	SRX1412267	SINGLE	2015-11-20	848	600	Arabidopsis thaliana	SRR2926357	SRS1146333	GSM1925287	colamp	tnt	AT3G20770	EIN3	Halo	EIL	Arabidopsis thaliana	a	motif	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236479	sra	SRX1412268	SINGLE	2015-11-20	117	60	Arabidopsis thaliana	SRR2926358	SRS1146979	GSM1925288	col	tnt	AT3G20770	EIN3	Halo	EIL	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236480	sra	SRX1412269	SINGLE	2015-11-20	968	683	Arabidopsis thaliana	SRR2926359	SRS1146978	GSM1925289	colamp	tnt	AT4G15090	FAR1	Halo	FAR1	Arabidopsis thaliana	a	motif	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236481	sra	SRX1412270	SINGLE	2015-11-20	266	135	Arabidopsis thaliana	SRR2926360	SRS1146977	GSM1925290	col	tnt	AT4G15090	FAR1	Halo	FAR1	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236487	sra	SRX1412271	SINGLE	2015-11-20	110	50	Arabidopsis thaliana	SRR2926361	SRS1146975	GSM1925291	col	tnt	AT3G07220	FHA2	Halo	FHA	Arabidopsis thaliana	b	motif	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236488	sra	SRX1412272	SINGLE	2015-11-20	844	602	Arabidopsis thaliana	SRR2926362	SRS1146976	GSM1925292	colamp	tnt	AT1G49560	AT1G49560	Halo	G2like	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
130	SAMN04236609	sra	SRX1412273	SINGLE	2015-11-20	842	402	Arabidopsis thaliana	SRR2926363	SRS1146974	GSM1925293	col	tnt	AT1G49560	AT1G49560	Halo	G2like	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236482	sra	SRX1412274	SINGLE	2015-11-20	415	306	Arabidopsis thaliana	SRR2926364	SRS1146973	GSM1925294	colamp	tnt	AT2G20400	AT2G20400	Halo	G2like	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236483	sra	SRX1412275	SINGLE	2015-11-20	37	17	Arabidopsis thaliana	SRR2926365	SRS1146972	GSM1925295	col	tnt	AT2G20400	AT2G20400	Halo	G2like	Arabidopsis thaliana	a	motif	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236484	sra	SRX1412276	SINGLE	2015-11-20	412	183	Arabidopsis thaliana	SRR2926366	SRS1146971	GSM1925296	col	tnt	AT2G38300	AT2G38300	Halo	G2like	Arabidopsis thaliana	a	motif	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236485	sra	SRX1412277	SINGLE	2015-11-20	652	465	Arabidopsis thaliana	SRR2926367	SRS1146970	GSM1925297	colamp	tnt	AT2G40260	AT2G40260	Halo	G2like	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
130	SAMN04236486	sra	SRX1412278	SINGLE	2015-11-20	521	247	Arabidopsis thaliana	SRR2926368	SRS1146969	GSM1925298	col	tnt	AT2G40260	AT2G40260	Halo	G2like	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236610	sra	SRX1412279	SINGLE	2015-11-20	830	584	Arabidopsis thaliana	SRR2926369	SRS1146968	GSM1925299	colamp	tnt	AT4G37180	AT4G37180	Halo	G2like	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236611	sra	SRX1412280	SINGLE	2015-11-20	5877	2926	Arabidopsis thaliana	SRR2926370	SRS1146967	GSM1925300	col	tnt	AT4G37180	AT4G37180	Halo	G2like	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236612	sra	SRX1412281	SINGLE	2015-11-20	700	500	Arabidopsis thaliana	SRR2926371	SRS1146966	GSM1925301	colamp	tnt	AT5G45580	AT5G45580	Halo	G2like	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
100	SAMN04236613	sra	SRX1412282	SINGLE	2015-11-20	554	254	Arabidopsis thaliana	SRR2926372	SRS1146965	GSM1925302	col	tnt	AT5G45580	AT5G45580	Halo	G2like	Arabidopsis thaliana	a	motif+TFBS	OTHER	PRJNA257556	GEO	public	ncbi	0	Illumina HiSeq 2500	other	GENOMIC	ILLUMINA	2016-05-25	SRP045296	young leaf
