Alias	AvgSpotLen	BioSample	ENA_FIRST_PUBLIC	Experiment	INSDC_first_public	INSDC_last_update	Instrument	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	ReleaseDate	Run	SRA_Sample	SRA_accession	Sample_Name	Title	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	INSDC_center_name	INSDC_status	InsertSize	LibraryLayout	LibrarySource	Organism	Platform	SRA_Study
RFX4_TGACAG20NGA_O_3	20	SAMEA1695156	2013-01-18	ERX169334	2013-01-18T09:17:08Z	2012-11-15T12:21:12Z	Illumina Genome Analyzer IIx	other	RFX4_TGACAG20NGA_O_3	2013-01-18	1	0	2013-01-18	ERR194645	ERS191325	ERS191325	SAMEA1695156 ERS191325	RFX4_TGACAG20NGA_O_3	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
RFX4_TGACAG20NGA_O_4	20	SAMEA1695175	2013-01-18	ERX169335	2013-01-18T09:17:08Z	2012-11-15T12:21:12Z	Illumina Genome Analyzer IIx	other	RFX4_TGACAG20NGA_O_4	2013-01-18	1	0	2013-01-18	ERR194646	ERS191326	ERS191326	SAMEA1695175 ERS191326	RFX4_TGACAG20NGA_O_4	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
RFX4_TGACAG20NGA_O_5	20	SAMEA1695115	2013-01-18	ERX169336	2013-01-18T09:17:08Z	2012-11-15T12:21:12Z	Illumina HiSeq 2000	other	RFX4_TGACAG20NGA_O_5	2013-01-18	2	1	2013-01-18	ERR194647	ERS191327	ERS191327	SAMEA1695115 ERS191327	RFX4_TGACAG20NGA_O_5	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
RFX4_TGACAG20NGA_O_6	20	SAMEA1695133	2013-01-18	ERX169337	2013-01-18T09:17:05Z	2012-11-15T12:21:12Z	Illumina Genome Analyzer IIx	other	RFX4_TGACAG20NGA_O_6	2013-01-18	1	0	2013-01-18	ERR194648	ERS191328	ERS191328	SAMEA1695133 ERS191328	RFX4_TGACAG20NGA_O_6	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
RFX4_TGACAG20NGA_O_7	20	SAMEA1695068	2013-01-18	ERX169338	2013-01-18T09:17:05Z	2012-11-15T12:21:12Z	Illumina Genome Analyzer IIx	other	RFX4_TGACAG20NGA_O_7	2013-01-18	0	0	2013-01-18	ERR194649	ERS191329	ERS191329	SAMEA1695068 ERS191329	RFX4_TGACAG20NGA_O_7	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SNAI2_TCGTTA20NGA_O_2	20	SAMEA1692821	2013-01-18	ERX169339	2013-01-18T09:17:05Z	2012-11-15T12:21:12Z	Illumina Genome Analyzer IIx	other	SNAI2_TCGTTA20NGA_O_2	2013-01-18	8	4	2013-01-18	ERR194650	ERS191330	ERS191330	SAMEA1692821 ERS191330	SNAI2_TCGTTA20NGA_O_2	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SNAI2_TCGTTA20NGA_O_3	20	SAMEA1692857	2013-01-18	ERX169340	2013-01-18T09:17:05Z	2012-11-15T12:21:12Z	Illumina Genome Analyzer IIx	other	SNAI2_TCGTTA20NGA_O_3	2013-01-18	6	2	2013-01-18	ERR194651	ERS191331	ERS191331	SAMEA1692857 ERS191331	SNAI2_TCGTTA20NGA_O_3	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SNAI2_TCGTTA20NGA_O_4	20	SAMEA1692863	2013-01-18	ERX169341	2013-01-18T09:17:05Z	2012-11-15T12:21:12Z	Illumina Genome Analyzer IIx	other	SNAI2_TCGTTA20NGA_O_4	2013-01-18	6	2	2013-01-18	ERR194652	ERS191332	ERS191332	SAMEA1692863 ERS191332	SNAI2_TCGTTA20NGA_O_4	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SNAI2_TCGTTA20NGA_O_5	20	SAMEA1692894	2013-01-18	ERX169342	2013-01-18T09:17:05Z	2012-11-15T12:21:12Z	Illumina HiSeq 2000	other	SNAI2_TCGTTA20NGA_O_5	2013-01-18	12	6	2013-01-18	ERR194653	ERS191333	ERS191333	SAMEA1692894 ERS191333	SNAI2_TCGTTA20NGA_O_5	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SNAI2_TCGTTA20NGA_O_6	20	SAMEA1692941	2013-01-18	ERX169343	2013-01-18T09:17:05Z	2012-11-15T12:21:12Z	Illumina Genome Analyzer IIx	other	SNAI2_TCGTTA20NGA_O_6	2013-01-18	3	1	2013-01-18	ERR194654	ERS191334	ERS191334	SAMEA1692941 ERS191334	SNAI2_TCGTTA20NGA_O_6	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SNAI2_TCGTTA20NGA_O_7	20	SAMEA1692940	2013-01-18	ERX169344	2013-01-18T09:17:05Z	2012-11-15T12:21:12Z	Illumina Genome Analyzer IIx	other	SNAI2_TCGTTA20NGA_O_7	2013-01-19	0	0	2013-01-19	ERR194655	ERS191335	ERS191335	SAMEA1692940 ERS191335	SNAI2_TCGTTA20NGA_O_7	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SOX9_TCTCAA20NGA_O_2	20	SAMEA1692920	2013-01-18	ERX169345	2013-01-18T09:17:05Z	2012-11-15T12:21:12Z	Illumina Genome Analyzer IIx	other	SOX9_TCTCAA20NGA_O_2	2013-01-18	4	2	2013-01-18	ERR194656	ERS191336	ERS191336	SAMEA1692920 ERS191336	SOX9_TCTCAA20NGA_O_2	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SOX9_TCTCAA20NGA_O_3	20	SAMEA1692968	2013-01-18	ERX169346	2013-01-18T09:17:05Z	2012-11-15T12:21:12Z	Illumina Genome Analyzer IIx	other	SOX9_TCTCAA20NGA_O_3	2013-01-18	1	0	2013-01-18	ERR194657	ERS191337	ERS191337	SAMEA1692968 ERS191337	SOX9_TCTCAA20NGA_O_3	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SOX9_TCTCAA20NGA_O_4	20	SAMEA1692959	2013-01-18	ERX169347	2013-01-18T09:17:05Z	2012-11-15T12:21:12Z	Illumina Genome Analyzer IIx	other	SOX9_TCTCAA20NGA_O_4	2013-01-18	2	1	2013-01-18	ERR194658	ERS191338	ERS191338	SAMEA1692959 ERS191338	SOX9_TCTCAA20NGA_O_4	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SOX9_TCTCAA20NGA_O_5	20	SAMEA1693008	2013-01-18	ERX169348	2013-01-18T09:17:05Z	2012-11-15T12:21:12Z	Illumina HiSeq 2000	other	SOX9_TCTCAA20NGA_O_5	2013-01-18	4	2	2013-01-18	ERR194659	ERS191339	ERS191339	SAMEA1693008 ERS191339	SOX9_TCTCAA20NGA_O_5	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SOX9_TCTCAA20NGA_O_6	20	SAMEA1693305	2013-01-18	ERX169349	2013-01-18T09:17:05Z	2012-11-15T12:21:12Z	Illumina Genome Analyzer IIx	other	SOX9_TCTCAA20NGA_O_6	2013-01-18	2	0	2013-01-18	ERR194660	ERS191340	ERS191340	SAMEA1693305 ERS191340	SOX9_TCTCAA20NGA_O_6	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SOX9_TCTCAA20NGA_O_7	20	SAMEA1693329	2013-01-18	ERX169350	2013-01-18T09:17:05Z	2012-11-15T12:21:12Z	Illumina Genome Analyzer IIx	other	SOX9_TCTCAA20NGA_O_7	2013-01-18	0	0	2013-01-18	ERR194661	ERS191341	ERS191341	SAMEA1693329 ERS191341	SOX9_TCTCAA20NGA_O_7	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SP1_TCTATG20NGA_O_2	20	SAMEA1693459	2013-01-18	ERX169351	2013-01-18T09:17:05Z	2012-11-15T12:21:12Z	Illumina Genome Analyzer IIx	other	SP1_TCTATG20NGA_O_2	2013-01-18	4	2	2013-01-18	ERR194662	ERS191342	ERS191342	SAMEA1693459 ERS191342	SP1_TCTATG20NGA_O_2	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SP1_TCTATG20NGA_O_3	20	SAMEA1693463	2013-01-18	ERX169352	2013-01-18T09:17:05Z	2012-11-15T12:21:12Z	Illumina Genome Analyzer IIx	other	SP1_TCTATG20NGA_O_3	2013-01-18	2	1	2013-01-18	ERR194663	ERS191343	ERS191343	SAMEA1693463 ERS191343	SP1_TCTATG20NGA_O_3	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SP1_TCTATG20NGA_O_4	20	SAMEA1693395	2013-01-18	ERX169353	2013-01-18T09:17:05Z	2012-11-15T12:21:12Z	Illumina Genome Analyzer IIx	other	SP1_TCTATG20NGA_O_4	2013-01-18	3	1	2013-01-18	ERR194664	ERS191344	ERS191344	SAMEA1693395 ERS191344	SP1_TCTATG20NGA_O_4	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SP1_TCTATG20NGA_O_5	20	SAMEA1693419	2013-01-18	ERX169354	2013-01-18T09:17:05Z	2012-11-15T12:21:12Z	Illumina HiSeq 2000	other	SP1_TCTATG20NGA_O_5	2013-01-18	10	6	2013-01-18	ERR194665	ERS191345	ERS191345	SAMEA1693419 ERS191345	SP1_TCTATG20NGA_O_5	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SP1_TCTATG20NGA_O_6	20	SAMEA1693430	2013-01-18	ERX169355	2013-01-18T09:17:05Z	2012-11-15T12:21:12Z	Illumina Genome Analyzer IIx	other	SP1_TCTATG20NGA_O_6	2013-01-18	2	1	2013-01-18	ERR194666	ERS191346	ERS191346	SAMEA1693430 ERS191346	SP1_TCTATG20NGA_O_6	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SP1_TCTATG20NGA_O_7	20	SAMEA1693529	2013-01-18	ERX169356	2013-01-18T09:17:05Z	2012-11-15T12:21:12Z	Illumina Genome Analyzer IIx	other	SP1_TCTATG20NGA_O_7	2013-01-18	0	0	2013-01-18	ERR194667	ERS191347	ERS191347	SAMEA1693529 ERS191347	SP1_TCTATG20NGA_O_7	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SP3_TCGGCC20NGA_O_2	20	SAMEA1693539	2013-01-18	ERX169357	2013-01-18T09:17:05Z	2012-11-15T12:21:12Z	Illumina Genome Analyzer IIx	other	SP3_TCGGCC20NGA_O_2	2013-01-18	5	3	2013-01-18	ERR194668	ERS191348	ERS191348	SAMEA1693539 ERS191348	SP3_TCGGCC20NGA_O_2	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SP3_TCGGCC20NGA_O_3	20	SAMEA1693493	2013-01-18	ERX169358	2013-01-18T09:17:05Z	2012-11-15T12:21:12Z	Illumina Genome Analyzer IIx	other	SP3_TCGGCC20NGA_O_3	2013-01-18	2	1	2013-01-18	ERR194669	ERS191349	ERS191349	SAMEA1693493 ERS191349	SP3_TCGGCC20NGA_O_3	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SP3_TCGGCC20NGA_O_4	20	SAMEA1693982	2013-01-18	ERX169359	2013-01-18T09:17:05Z	2012-11-15T12:21:12Z	Illumina Genome Analyzer IIx	other	SP3_TCGGCC20NGA_O_4	2013-01-18	1	0	2013-01-18	ERR194670	ERS191350	ERS191350	SAMEA1693982 ERS191350	SP3_TCGGCC20NGA_O_4	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SP3_TCGGCC20NGA_O_5	20	SAMEA1693996	2013-01-18	ERX169360	2013-01-18T09:17:05Z	2012-11-15T12:21:12Z	Illumina HiSeq 2000	other	SP3_TCGGCC20NGA_O_5	2013-01-18	10	6	2013-01-18	ERR194671	ERS191351	ERS191351	SAMEA1693996 ERS191351	SP3_TCGGCC20NGA_O_5	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SP3_TCGGCC20NGA_O_6	20	SAMEA1694011	2013-01-18	ERX169361	2013-01-18T09:17:06Z	2012-11-15T12:21:12Z	Illumina Genome Analyzer IIx	other	SP3_TCGGCC20NGA_O_6	2013-01-18	1	0	2013-01-18	ERR194672	ERS191352	ERS191352	SAMEA1694011 ERS191352	SP3_TCGGCC20NGA_O_6	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
SP3_TCGGCC20NGA_O_7	20	SAMEA1694030	2013-01-18	ERX169362	2013-01-18T09:17:06Z	2012-11-15T12:21:13Z	Illumina Genome Analyzer IIx	other	SP3_TCGGCC20NGA_O_7	2013-01-18	0	0	2013-01-18	ERR194673	ERS191353	ERS191353	SAMEA1694030 ERS191353	SP3_TCGGCC20NGA_O_7	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
Alx4_TGGTAG20NCG_P_1	20	SAMEA1693888	2013-01-18	ERX169363	2013-01-18T09:17:06Z	2012-11-15T12:21:13Z	Illumina Genome Analyzer IIx	other	Alx4_TGGTAG20NCG_P_1	2013-01-19	2	1	2013-01-19	ERR194674	ERS191354	ERS191354	SAMEA1693888 ERS191354	Alx4_TGGTAG20NCG_P_1	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
Alx4_TGGTAG20NCG_P_2	20	SAMEA1693907	2013-01-18	ERX169364	2013-01-18T09:17:06Z	2012-11-15T12:21:13Z	Illumina Genome Analyzer IIx	other	Alx4_TGGTAG20NCG_P_2	2013-01-18	2	1	2013-01-18	ERR194675	ERS191355	ERS191355	SAMEA1693907 ERS191355	Alx4_TGGTAG20NCG_P_2	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
Alx4_TGGTAG20NCG_P_3	20	SAMEA1693922	2013-01-18	ERX169365	2013-01-18T09:17:06Z	2012-11-15T12:21:13Z	Illumina Genome Analyzer IIx	other	Alx4_TGGTAG20NCG_P_3	2013-01-19	3	1	2013-01-19	ERR194676	ERS191356	ERS191356	SAMEA1693922 ERS191356	Alx4_TGGTAG20NCG_P_3	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
Alx4_TGGTAG20NCG_P_4	20	SAMEA1693933	2013-01-18	ERX169366	2013-01-18T09:17:06Z	2012-11-15T12:21:13Z	Illumina Genome Analyzer IIx	other	Alx4_TGGTAG20NCG_P_4	2013-01-18	9	5	2013-01-18	ERR194677	ERS191357	ERS191357	SAMEA1693933 ERS191357	Alx4_TGGTAG20NCG_P_4	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
Alx4_TGGTAG20NCG_P_5	20	SAMEA1693946	2013-01-18	ERX169367	2013-01-18T09:17:06Z	2012-11-15T12:21:13Z	Illumina Genome Analyzer IIx	other	Alx4_TGGTAG20NCG_P_5	2013-01-18	5	3	2013-01-18	ERR194678	ERS191358	ERS191358	SAMEA1693946 ERS191358	Alx4_TGGTAG20NCG_P_5	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
Ar_TCTAAT20NCG_P_1	20	SAMEA1694125	2013-01-18	ERX169368	2013-01-18T09:17:06Z	2012-11-15T12:21:13Z	Illumina Genome Analyzer IIx	other	Ar_TCTAAT20NCG_P_1	2013-01-18	3	2	2013-01-18	ERR194679	ERS191359	ERS191359	SAMEA1694125 ERS191359	Ar_TCTAAT20NCG_P_1	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
Ar_TCTAAT20NCG_P_2	20	SAMEA1694584	2013-01-18	ERX169369	2013-01-18T09:17:06Z	2012-11-15T12:21:13Z	Illumina Genome Analyzer IIx	other	Ar_TCTAAT20NCG_P_2	2013-01-18	3	2	2013-01-18	ERR194680	ERS191360	ERS191360	SAMEA1694584 ERS191360	Ar_TCTAAT20NCG_P_2	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
Ar_TCTAAT20NCG_P_3	20	SAMEA1694460	2013-01-18	ERX169370	2013-01-18T09:17:06Z	2012-11-15T12:21:13Z	Illumina Genome Analyzer IIx	other	Ar_TCTAAT20NCG_P_3	2013-01-18	2	1	2013-01-18	ERR194681	ERS191361	ERS191361	SAMEA1694460 ERS191361	Ar_TCTAAT20NCG_P_3	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
Ar_TCTAAT20NCG_P_4	20	SAMEA1694441	2013-01-18	ERX169371	2013-01-18T09:17:06Z	2012-11-15T12:21:13Z	Illumina Genome Analyzer IIx	other	Ar_TCTAAT20NCG_P_4	2013-01-18	12	6	2013-01-18	ERR194682	ERS191362	ERS191362	SAMEA1694441 ERS191362	Ar_TCTAAT20NCG_P_4	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
Ar_TCTAAT20NCG_P_5	20	SAMEA1694417	2013-01-18	ERX169372	2013-01-18T09:17:06Z	2012-11-15T12:21:13Z	Illumina Genome Analyzer IIx	other	Ar_TCTAAT20NCG_P_5	2013-01-18	3	2	2013-01-18	ERR194683	ERS191363	ERS191363	SAMEA1694417 ERS191363	Ar_TCTAAT20NCG_P_5	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
Dlx1_TGAGAT20NCG_P_1	20	SAMEA1694502	2013-01-18	ERX169373	2013-01-18T09:17:06Z	2012-11-15T12:21:13Z	Illumina Genome Analyzer IIx	other	Dlx1_TGAGAT20NCG_P_1	2013-01-18	2	1	2013-01-18	ERR194684	ERS191364	ERS191364	SAMEA1694502 ERS191364	Dlx1_TGAGAT20NCG_P_1	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
Dlx1_TGAGAT20NCG_P_2	20	SAMEA1694481	2013-01-18	ERX169374	2013-01-18T09:17:06Z	2012-11-15T12:21:13Z	Illumina Genome Analyzer IIx	other	Dlx1_TGAGAT20NCG_P_2	2013-01-18	2	1	2013-01-18	ERR194685	ERS191365	ERS191365	SAMEA1694481 ERS191365	Dlx1_TGAGAT20NCG_P_2	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
Dlx1_TGAGAT20NCG_P_3	20	SAMEA1694764	2013-01-18	ERX169375	2013-01-18T09:17:06Z	2012-11-15T12:21:13Z	Illumina Genome Analyzer IIx	other	Dlx1_TGAGAT20NCG_P_3	2013-01-18	3	2	2013-01-18	ERR194686	ERS191366	ERS191366	SAMEA1694764 ERS191366	Dlx1_TGAGAT20NCG_P_3	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
Dlx1_TGAGAT20NCG_P_4	20	SAMEA1694794	2013-01-18	ERX169376	2013-01-18T09:17:06Z	2012-11-15T12:21:13Z	Illumina Genome Analyzer IIx	other	Dlx1_TGAGAT20NCG_P_4	2013-01-18	13	7	2013-01-18	ERR194687	ERS191367	ERS191367	SAMEA1694794 ERS191367	Dlx1_TGAGAT20NCG_P_4	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
Dlx1_TGAGAT20NCG_P_5	20	SAMEA1694795	2013-01-18	ERX169377	2013-01-18T09:17:06Z	2012-11-15T12:21:13Z	Illumina Genome Analyzer IIx	other	Dlx1_TGAGAT20NCG_P_5	2013-01-18	4	2	2013-01-18	ERR194688	ERS191368	ERS191368	SAMEA1694795 ERS191368	Dlx1_TGAGAT20NCG_P_5	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
Egr1_TGCGCC20NCG_P_1	20	SAMEA1694731	2013-01-18	ERX169378	2013-01-18T09:17:06Z	2012-11-15T12:21:13Z	Illumina Genome Analyzer IIx	other	Egr1_TGCGCC20NCG_P_1	2013-01-18	1	0	2013-01-18	ERR194689	ERS191369	ERS191369	SAMEA1694731 ERS191369	Egr1_TGCGCC20NCG_P_1	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
Egr1_TGCGCC20NCG_P_2	20	SAMEA1695023	2013-01-18	ERX169379	2013-01-18T09:17:06Z	2012-11-15T12:21:13Z	Illumina Genome Analyzer IIx	other	Egr1_TGCGCC20NCG_P_2	2013-01-18	1	0	2013-01-18	ERR194690	ERS191370	ERS191370	SAMEA1695023 ERS191370	Egr1_TGCGCC20NCG_P_2	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
Egr1_TGCGCC20NCG_P_3	20	SAMEA1695001	2013-01-18	ERX169380	2013-01-18T09:17:06Z	2012-11-15T12:21:13Z	Illumina Genome Analyzer IIx	other	Egr1_TGCGCC20NCG_P_3	2013-01-18	3	1	2013-01-18	ERR194691	ERS191371	ERS191371	SAMEA1695001 ERS191371	Egr1_TGCGCC20NCG_P_3	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
Egr1_TGCGCC20NCG_P_4	20	SAMEA1694986	2013-01-18	ERX169381	2013-01-18T09:17:06Z	2012-11-15T12:21:13Z	Illumina Genome Analyzer IIx	other	Egr1_TGCGCC20NCG_P_4	2013-01-18	9	5	2013-01-18	ERR194692	ERS191372	ERS191372	SAMEA1694986 ERS191372	Egr1_TGCGCC20NCG_P_4	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
Egr1_TGCGCC20NCG_P_5	20	SAMEA1694998	2013-01-18	ERX169382	2013-01-18T09:17:06Z	2012-11-15T12:21:13Z	Illumina Genome Analyzer IIx	other	Egr1_TGCGCC20NCG_P_5	2013-01-18	2	1	2013-01-18	ERR194693	ERS191373	ERS191373	SAMEA1694998 ERS191373	Egr1_TGCGCC20NCG_P_5	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
Hlf_TCAATT20NTA_P_1	20	SAMEA1695293	2013-01-18	ERX169383	2013-01-18T09:17:06Z	2012-11-15T12:21:13Z	Illumina Genome Analyzer IIx	other	Hlf_TCAATT20NTA_P_1	2013-01-18	2	1	2013-01-18	ERR194694	ERS191374	ERS191374	SAMEA1695293 ERS191374	Hlf_TCAATT20NTA_P_1	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
Hlf_TCAATT20NTA_P_2	20	SAMEA1695274	2013-01-18	ERX169384	2013-01-18T09:17:06Z	2012-11-15T12:21:13Z	Illumina Genome Analyzer IIx	other	Hlf_TCAATT20NTA_P_2	2013-01-18	3	1	2013-01-18	ERR194695	ERS191375	ERS191375	SAMEA1695274 ERS191375	Hlf_TCAATT20NTA_P_2	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
Hlf_TCAATT20NTA_P_3	20	SAMEA1695255	2013-01-18	ERX169385	2013-01-18T09:17:06Z	2012-11-15T12:21:13Z	Illumina Genome Analyzer IIx	other	Hlf_TCAATT20NTA_P_3	2013-01-18	2	1	2013-01-18	ERR194696	ERS191376	ERS191376	SAMEA1695255 ERS191376	Hlf_TCAATT20NTA_P_3	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
Hlf_TCAATT20NTA_P_4	20	SAMEA1695237	2013-01-18	ERX169386	2013-01-18T09:17:06Z	2012-11-15T12:21:13Z	Illumina Genome Analyzer IIx	other	Hlf_TCAATT20NTA_P_4	2013-01-18	15	8	2013-01-18	ERR194697	ERS191377	ERS191377	SAMEA1695237 ERS191377	Hlf_TCAATT20NTA_P_4	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
